Batch,pos,orden_escalon_fase,y,pred,target,modelo,train_end,seleccion
AP0101,100,3,1105.6776792118096,1107.470720756829,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0102,101,0,1084.1451333558998,1095.6494068764534,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0102,101,1,1097.0008908698062,1081.6250571824808,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0102,101,2,1081.7095365417713,1098.0908757959949,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0102,101,3,1085.7139794688715,1079.9940069002416,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0103,102,0,1125.8032060694861,1114.4957082834744,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0103,102,1,1094.8283745325057,1119.9803507846252,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0103,102,2,1069.4802401963439,1092.460482838401,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0104,103,0,1074.5120427086924,1057.7426048960601,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0104,103,1,1096.5420050365124,1077.9567852416951,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0104,103,2,1088.9602232252032,1109.6275018415456,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0104,103,3,1090.4226403806265,1090.1453528536265,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0105,104,0,1104.192795424521,1100.3963789682775,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0105,104,1,1080.7794290339457,1096.2653480435624,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0105,104,2,1058.116823300257,1072.5938503975208,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0105,104,3,1059.935743653223,1060.4816463538439,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0106,105,0,1148.5507472672564,1152.547697261692,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0106,105,1,1130.6909694321805,1148.6680695176483,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0106,105,2,1099.067381109748,1125.553759109713,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0106,105,3,1096.5647726562624,1096.6685977139973,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0107,106,0,1109.452088349038,1128.6458680607955,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0107,106,1,1082.3658852855954,1102.788753967685,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0107,106,2,1064.793942717599,1073.1697206887293,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0107,106,3,1038.590460929775,1062.9249103728582,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0108,107,0,1082.3037507432664,1081.3735502254572,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0108,107,1,1053.8682525976324,1080.0153083388889,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0108,107,2,997.5902343342532,1043.7436390189373,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0108,107,3,993.3470568142238,990.7334798081998,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0109,108,0,1138.7379462014408,1137.9887146870408,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0109,108,1,1133.0513926955234,1136.8441864714828,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0109,108,2,1097.484795955223,1135.4334412504584,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0109,108,3,1076.6294144590486,1095.6727891583603,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0110,109,0,1055.342695746444,1042.3500456928982,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0110,109,1,1086.084822292704,1069.2358635599978,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0110,109,2,1077.4744313965277,1099.9838079675183,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0110,109,3,1081.4504085834244,1077.3699663096957,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0111,110,0,1128.4780643839679,1109.317289719183,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0111,110,1,1130.3385577320207,1137.5262527719597,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0111,110,2,1118.6804382337377,1132.977475426324,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0111,110,3,1119.483973022491,1113.4955662400735,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0112,111,0,1145.848753008443,1163.1107485081457,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0112,111,1,1116.9527353942083,1135.207127281897,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0112,111,2,1109.8118935147854,1099.9637069156818,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0112,111,3,1118.964306352624,1104.5952118121472,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0113,112,0,1154.3225453316556,1156.3117302937553,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0113,112,1,1146.6207216414969,1157.436709006579,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0113,112,2,1138.2851051380744,1133.8589882059853,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0113,112,3,1122.6680751190706,1128.2855691891953,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0114,113,0,1114.926977536558,1122.244422877208,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0114,113,1,1102.0537236492069,1105.3533749559513,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0114,113,2,1081.2452796319385,1089.9104246456138,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0114,113,3,1079.924662099792,1075.1353127375935,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0115,114,0,1068.2972981156965,1046.209335455322,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0115,114,1,1058.4941447778424,1077.3779669596368,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0115,114,2,1055.787828633898,1060.2812624594478,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0115,114,3,1059.378858421248,1059.9569262063872,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0116,115,0,1062.8416483601902,1064.908020286525,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0116,115,1,1049.1277747610293,1062.7797006761393,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0116,115,2,1051.0763122564788,1047.222199433836,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0116,115,3,1040.9033265091377,1053.325987651076,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0117,116,0,1072.0948802923065,1075.4423983865954,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0117,116,1,1085.1989342890008,1082.3867976761856,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0117,116,2,1097.385010867968,1091.4554781060701,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0117,116,3,1108.0408187114272,1102.0407832772187,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0118,117,0,1140.9398285202296,1140.8405012802878,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0118,117,1,1127.8528807099497,1132.9172017056878,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0118,117,2,1121.0781913724013,1120.7277741184175,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0118,117,3,1120.7298258099459,1112.6671914205926,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0119,118,0,1135.4096148567608,1137.2092724405682,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0119,118,1,1105.9296537026773,1136.981712726985,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0119,118,2,1071.8029554556842,1098.0988676827412,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0119,118,3,1067.4910215333616,1061.6222618750444,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0120,119,0,1067.6171997230292,1065.8565041424047,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0120,119,1,1020.8786529052701,1059.5026602168673,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0120,119,2,969.1625413976803,1011.6096641194129,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0120,119,3,971.9867522344437,962.3378661979269,temperatura_horno_celsius,incremental_fenomenologico,99,fenomenologico
AP0101,100,0,1093.1201740483552,1059.3693621759794,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0101,100,1,1102.391639074316,1109.036807354863,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0101,100,2,1104.22409088649,1114.2331708225172,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0101,100,3,1105.6776792118096,1107.470720756829,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0102,101,0,1084.1451333558998,1095.6494068764534,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0102,101,1,1097.0008908698062,1081.6250571824808,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0102,101,2,1081.7095365417713,1098.0908757959949,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0102,101,3,1085.7139794688715,1079.9940069002416,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0103,102,0,1125.8032060694861,1114.4957082834744,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0103,102,1,1094.8283745325057,1119.9803507846252,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0103,102,2,1069.4802401963439,1092.460482838401,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0104,103,0,1074.5120427086924,1057.7426048960601,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0104,103,1,1096.5420050365124,1077.9567852416951,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0104,103,2,1088.9602232252032,1109.6275018415456,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0104,103,3,1090.4226403806265,1090.1453528536265,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0105,104,0,1104.192795424521,1100.3963789682775,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0105,104,1,1080.7794290339457,1096.2653480435624,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0105,104,2,1058.116823300257,1072.5938503975208,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0105,104,3,1059.935743653223,1060.4816463538439,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0106,105,0,1148.5507472672564,1152.547697261692,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0106,105,1,1130.6909694321805,1148.6680695176483,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0106,105,2,1099.067381109748,1125.553759109713,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0106,105,3,1096.5647726562624,1096.6685977139973,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0107,106,0,1109.452088349038,1128.6458680607955,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0107,106,1,1082.3658852855954,1102.788753967685,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0107,106,2,1064.793942717599,1073.1697206887293,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0107,106,3,1038.590460929775,1062.9249103728582,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0108,107,0,1082.3037507432664,1081.3735502254572,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0108,107,1,1053.8682525976324,1080.0153083388889,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0108,107,2,997.5902343342532,1043.7436390189373,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0108,107,3,993.3470568142238,990.7334798081998,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0109,108,0,1138.7379462014408,1137.9887146870408,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0109,108,1,1133.0513926955234,1136.8441864714828,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0109,108,2,1097.484795955223,1135.4334412504584,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0109,108,3,1076.6294144590486,1095.6727891583603,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0110,109,0,1055.342695746444,1042.3500456928982,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0110,109,1,1086.084822292704,1069.2358635599978,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0110,109,2,1077.4744313965277,1099.9838079675183,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0110,109,3,1081.4504085834244,1077.3699663096957,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0111,110,0,1128.4780643839679,1109.317289719183,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0111,110,1,1130.3385577320207,1137.5262527719597,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0111,110,2,1118.6804382337377,1132.977475426324,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0111,110,3,1119.483973022491,1113.4955662400735,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0112,111,0,1145.848753008443,1163.1107485081457,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0112,111,1,1116.9527353942083,1135.207127281897,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0112,111,2,1109.8118935147854,1099.9637069156818,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0112,111,3,1118.964306352624,1104.5952118121472,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0113,112,0,1154.3225453316556,1156.3117302937553,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0113,112,1,1146.6207216414969,1157.436709006579,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0113,112,2,1138.2851051380744,1133.8589882059853,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0113,112,3,1122.6680751190706,1128.2855691891953,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0114,113,0,1114.926977536558,1122.244422877208,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0114,113,1,1102.0537236492069,1105.3533749559513,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0114,113,2,1081.2452796319385,1089.9104246456138,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0114,113,3,1079.924662099792,1075.1353127375935,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0115,114,0,1068.2972981156965,1046.209335455322,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0115,114,1,1058.4941447778424,1077.3779669596368,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0115,114,2,1055.787828633898,1060.2812624594478,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0115,114,3,1059.378858421248,1059.9569262063872,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0116,115,0,1062.8416483601902,1064.908020286525,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0116,115,1,1049.1277747610293,1062.7797006761393,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0116,115,2,1051.0763122564788,1047.222199433836,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0116,115,3,1040.9033265091377,1053.325987651076,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0117,116,0,1072.0948802923065,1075.4423983865954,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0117,116,1,1085.1989342890008,1082.3867976761856,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0117,116,2,1097.385010867968,1091.4554781060701,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0117,116,3,1108.0408187114272,1102.0407832772187,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0118,117,0,1140.9398285202296,1140.8405012802878,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0118,117,1,1127.8528807099497,1132.9172017056878,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0118,117,2,1121.0781913724013,1120.7277741184175,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0118,117,3,1120.7298258099459,1112.6671914205926,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0119,118,0,1135.4096148567608,1137.2092724405682,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0119,118,1,1105.9296537026773,1136.981712726985,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0119,118,2,1071.8029554556842,1098.0988676827412,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0119,118,3,1067.4910215333616,1061.6222618750444,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0120,119,0,1067.6171997230292,1065.8565041424047,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0120,119,1,1020.8786529052701,1059.5026602168673,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0120,119,2,969.1625413976803,1011.6096641194129,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0120,119,3,971.9867522344437,962.3378661979269,temperatura_horno_celsius,incremental_reciente_150,99,reciente_150
AP0101,100,0,1093.1201740483552,1051.0581372723234,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0101,100,1,1102.391639074316,1097.7167438875276,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0101,100,2,1104.22409088649,1112.218142151675,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0101,100,3,1105.6776792118096,1107.7524757282606,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0102,101,0,1084.1451333558998,1099.5092317919473,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0102,101,1,1097.0008908698062,1085.3068032257718,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0102,101,2,1081.7095365417713,1095.5769733509978,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0102,101,3,1085.7139794688715,1087.92404839033,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0103,102,0,1125.8032060694861,1104.3115143366535,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0103,102,1,1094.8283745325057,1119.7238855152898,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0103,102,2,1069.4802401963439,1101.5936189850443,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0104,103,0,1074.5120427086924,1056.9895784845155,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0104,103,1,1096.5420050365124,1071.973622857667,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0104,103,2,1088.9602232252032,1100.2049845697743,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0104,103,3,1090.4226403806265,1087.947402583805,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0105,104,0,1104.192795424521,1108.033490484236,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0105,104,1,1080.7794290339457,1100.1977181480343,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0105,104,2,1058.116823300257,1077.6535346739072,temperatura_horno_celsius,incremental_selector_pasado,99,base
AP0105,104,3,1059.935743653223,1065.6496496860914,temperatura_horno_celsius,incremental_selector_pasado,99,base
